,race,recidivate-within-two-years,sex:Male,sex:Female,age:18-20,age:21-22,age:23-25,age:26-45,age:>45,juvenile-felonies:=0,juvenile-felonies:>0,juvenile-misdemeanors:=0,juvenile-misdemeanors:>0,juvenile-crimes:=0,juvenile-crimes:>0,priors:=0,priors:=1,priors:2-3,priors:>3,current-charge-degree:Felony,current-charge-degree:Misdemeanor
1026,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
1027,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1028,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
1029,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1030,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1031,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1032,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1033,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1034,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1035,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1036,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1037,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1038,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1039,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1040,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1041,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
1042,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1043,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1044,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1045,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1046,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1047,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1048,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1049,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1050,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1051,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1052,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1053,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1054,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1055,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
1056,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1057,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1058,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1059,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
1060,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1061,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1062,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1063,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1064,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
1065,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1066,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
1067,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1068,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1069,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
1070,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1071,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1072,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
1073,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1074,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1075,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1076,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1077,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
1078,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1079,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1080,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1081,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1082,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1083,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1084,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1085,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
1086,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1087,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1088,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1089,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1090,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1091,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
1092,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1093,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1094,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1095,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1096,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1097,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1098,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
1099,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
1100,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1101,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
1102,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1103,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1104,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
1105,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
1106,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1107,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
1108,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1109,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1110,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
1111,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1112,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1113,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
1114,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1115,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1116,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1117,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1118,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1119,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1120,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
1121,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1122,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1123,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1124,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
1125,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1126,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
1127,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
1128,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1129,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1130,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1131,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1132,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1133,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
1134,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1135,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1136,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
1137,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1138,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
1139,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1140,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1141,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1142,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1143,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1144,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1145,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1146,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1147,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1148,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1149,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1150,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1151,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1152,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1153,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1154,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
1155,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1156,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
1157,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1158,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1159,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
1160,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1161,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1162,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1163,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1164,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1165,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1166,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1167,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1168,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1169,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
1170,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1171,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1172,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1173,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
1174,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1175,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1176,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
1177,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1178,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1179,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1180,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1181,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1182,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1183,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1184,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
1185,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1186,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
1187,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1188,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1189,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1190,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1191,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1192,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1193,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1194,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
1195,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0
1196,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1197,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1198,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1199,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
1200,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1201,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1202,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1203,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1204,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
1205,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1206,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1207,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1208,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1209,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1210,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
1211,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1212,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1213,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
1214,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1215,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1216,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1217,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
1218,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
1219,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
1220,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1221,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0
1222,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
1223,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1224,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1225,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1226,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1227,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1228,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1229,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1230,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1231,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1232,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1233,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1234,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1235,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1236,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1237,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1238,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1239,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1240,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
1241,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1242,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1243,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1244,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1245,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
1246,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
1247,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1248,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1249,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1250,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1251,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
1252,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
1253,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1254,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1255,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1256,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1257,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1258,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1259,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1260,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1261,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
1262,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1263,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1264,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
1265,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1266,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
1267,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1268,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1269,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1270,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1271,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1272,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1273,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
1274,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1275,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1276,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1277,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
1278,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1279,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1280,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
1281,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
1282,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1283,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1284,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1285,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
1286,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1287,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
1288,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1289,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1290,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1291,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1292,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1293,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1294,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
1295,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
1296,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1297,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
1298,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1299,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1300,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1301,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
1302,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1303,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1304,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1305,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1306,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1307,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1308,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
1309,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1310,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1311,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1312,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0
1313,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1314,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
1315,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1316,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
1317,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1318,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1319,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1320,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
1321,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1322,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
1323,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1324,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1325,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
1326,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1327,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1328,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1329,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0
1330,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
1331,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
